Field=#~Integer~#~50|Field=Comment~String~Comment~100|Field=Designator~String~Designator~100|Field=Footprint~String~Footprint~100|Field=LibRef~String~LibRef~100|Field=Quantity~Integer~Quantity~100|ReportField=Currency~<none>|ReportField=ProductionQuantity~1|ReportField=ProjectFileName~SDC.PrjPcb|ReportField=ProjectFullPath~D:\Konyushenko\Altium\StepDrive\StepDriveCont\SDC\SDC.PrjPcb|ReportField=Title~Bill of Materials For Project [SDC.PrjPcb] (No PCB Document Selected)|ReportField=TotalQuantity~271|ReportField=ReportTime~10:03:02|ReportField=ReportDate~27.12.2021|ReportField=ReportDateTime~27.12.2021 10:03:02|ReportField=OutputName~Bill of Materials|ReportField=OutputType~BOM_PartType|ReportField=GeneratorName~BOM|ReportField=GeneratorDescription~Bill of Materials|ReportField=VariantName~None|ReportField=Address1~|ReportField=Address2~|ReportField=Address3~|ReportField=Address4~|ReportField=Application_BuildNumber~|ReportField=ApprovedBy~|ReportField=Author~|ReportField=CheckedBy~|ReportField=CompanyName~|ReportField=ConfigurationParameters~|ReportField=CurrentDate~24.12.2021|ReportField=CurrentTime~19:24:49|ReportField=Date~|ReportField=DocumentFullPathAndName~D:\Konyushenko\Altium\StepDrive\StepDriveCont\SDC\SDC_1.SchDoc|ReportField=DocumentName~SDC_1.SchDoc|ReportField=DocumentNumber~|ReportField=DocumentType~{Документ}|ReportField=DocumentType1str~|ReportField=DocumentType2str~|ReportField=DrawnBy~|ReportField=Engineer~|ReportField=EngineerName~|ReportField=ImagePath~|ReportField=Letter1Column~{}|ReportField=Letter2Column~{}|ReportField=Letter3Column~{}|ReportField=Mass~{М.}|ReportField=ModifiedDate~15.12.2021|ReportField=NormInspection~{Н.контр.}|ReportField=Organization~|ReportField=PageSetup~Record=PageOptions:CenterHorizontal=False:CenterVertical=False:PrintScale=0.49:XCorrection=0.00:YCorrection=0.00:PrintKind=1:BorderSize=5000000:LeftOffset=0:BottomOffset=0:Orientation=1:PaperLength=1000:PaperWidth=1000:Scale=100:PaperSource=15:PrintQuality=600:MediaType=1:DitherType=10:PrintScaleMode=1:PaperKind=A4|ReportField=ProcessInspection~{Т.контр.}|ReportField=ProjectName~SDC.PrjPcb|ReportField=Revision~|ReportField=Rule~|ReportField=Scale~{Мш.}|ReportField=SheetNumber~|ReportField=SheetTotal~|ReportField=Time~|ReportField=Title~|ReportField=Title1str~|ReportField=Title2str~|ReportField=DataSourceFileName~SDC.PrjPcb|ReportField=DataSourceFullPath~D:\Konyushenko\Altium\StepDrive\StepDriveCont\SDC\SDC.PrjPcb
1|CAP|C1|C0603|CAP|1
2|CAP|C2|C0603|CAP|1
3|KR-5R5H155-R|C3|KR-5R5H155-R|KR-5R5H155-R|1
4|CAP|C4|C0603|CAP|1
5|CAP|C5|C0603|CAP|1
6|CAP|C6|C0603|CAP|1
7|CAP|C7|C0603|CAP|1
8|CAP|C8|C0603|CAP|1
9|CAP|C9|C0603|CAP|1
10|CAP|C10|C0603|CAP|1
11|CAP|C11|C0603|CAP|1
12|CAP|C12|C0603|CAP|1
13|CAP|C13|C0603|CAP|1
14|CAP|C14|C0603|CAP|1
15|CAP|C15|C0603|CAP|1
16|CAP|C16|C0603|CAP|1
17|CAP|C17|C0603|CAP|1
18|CAP|C18|C0603|CAP|1
19|CAP|C19|C0603|CAP|1
20|CAP|C20|C0603|CAP|1
21|CAP|C21|C0603|CAP|1
22|CAP|C22|C0603|CAP|1
23|CAP|C23|C0603|CAP|1
24|CAP|C24|C0603|CAP|1
25|CAP|C25|C0603|CAP|1
26|CAP|C26|C0603|CAP|1
27|CAP|C27|C0603|CAP|1
28|CAP|C28|C0603|CAP|1
29|CAP|C29|C0603|CAP|1
30|CAP|C30|C0603|CAP|1
31|CAP|C31|C0603|CAP|1
32|CAP|C32|C0603|CAP|1
33|CAP|C33|C0603|CAP|1
34|CAP|C34|C0603|CAP|1
35|CAP|C35|C0603|CAP|1
36|CAP|C36|C0603|CAP|1
37|CAP|C37|C0603|CAP|1
38|CAP|C38|C0603|CAP|1
39|CAP|C39|C0603|CAP|1
40|CAP|C40|C0603|CAP|1
41|CAP|C41|C0603|CAP|1
42|CAP|C42|C0603|CAP|1
43|CAP|C43|C0603|CAP|1
44|CAP|C44|C0603|CAP|1
45|CAP|C45|C1206|CAP|1
46|CAP|C46|C0603|CAP|1
47|CAP|C47|C0603|CAP|1
48|CAP|C48|C0603|CAP|1
49|CAP|C49|C0603|CAP|1
50|CAP|C50|C0603|CAP|1
51|CAP|C51|C1206|CAP|1
52|CAP|C52|C0603|CAP|1
53|CAP|C53|C0603|CAP|1
54|CAP|C54|C0603|CAP|1
55|CAP|C55|C0603|CAP|1
56|CAP|C56|C0603|CAP|1
57|CAP|C57|C0603|CAP|1
58|CAP|C58|C0603|CAP|1
59|CAP|C59|C0603|CAP|1
60|CAP|C60|C0603|CAP|1
61|CAP|C61|C0603|CAP|1
62|CAP|C62|C0603|CAP|1
63|CAP|C63|C0603|CAP|1
64|CAP|C64|C0603|CAP|1
65|CAP|C65|C0603|CAP|1
66|CAP|C66|C0603|CAP|1
67|CAP|C67|C0603|CAP|1
